global_sales,critic_score
0.24,43
0.24,43
0.24,46
0.24,46
0.24,47
0.24,48
0.24,49
0.24,50
0.24,50
0.24,51
0.24,51
0.24,51
0.24,52
0.24,53
0.24,53
0.24,53
0.24,53
0.24,53
0.24,56
0.24,56
0.24,56
0.24,57
0.24,57
0.24,58
0.24,59
0.24,59
0.24,60
0.24,60
0.24,61
0.24,61
0.24,61
0.24,62
0.24,62
0.24,62
0.24,63
0.24,63
0.24,63
0.24,63
0.24,63
0.24,64
0.24,64
0.24,65
0.24,65
0.24,67
0.24,67
0.24,67
0.24,67
0.24,68
0.24,68
0.24,68
0.24,69
0.24,70
0.24,70
0.24,70
0.24,70
0.24,70
0.24,71
0.24,71
0.24,71
0.24,72
0.24,73
0.24,73
0.24,74
0.24,75
0.24,75
0.24,75
0.24,76
0.24,76
0.24,77
0.24,77
0.24,77
0.24,77
0.24,78
0.24,78
0.24,79
0.24,79
0.24,80
0.24,80
0.24,80
0.24,80
0.24,80
0.24,81
0.24,81
0.24,81
0.24,82
0.24,83
0.24,83
0.24,83
0.24,84
0.24,85
0.24,87
0.24,88
0.24,88
0.23,27
0.23,35
0.23,39
0.23,41
0.23,47
0.23,48
0.23,50
0.23,52
0.23,53
0.23,53
0.23,55
0.23,55
0.23,55
0.23,56
0.23,57
0.23,57
0.23,58
0.23,58
0.23,58
0.23,59
0.23,59
0.23,59
0.23,59
0.23,61
0.23,61
0.23,61
0.23,61
0.23,62
0.23,62
0.23,62
0.23,63
0.23,63
0.23,63
0.23,63
0.23,64
0.23,64
0.23,64
0.23,66
0.23,66
0.23,66
0.23,66
0.23,68
0.23,68
0.23,69
0.23,70
0.23,70
0.23,71
0.23,71
0.23,71
0.23,72
0.23,72
0.23,73
0.23,73
0.23,73
0.23,73
0.23,73
0.23,73
0.23,74
0.23,74
0.23,75
0.23,75
0.23,75
0.23,76
0.23,76
0.23,77
0.23,77
0.23,77
0.23,78
0.23,79
0.23,79
0.23,79
0.23,79
0.23,79
0.23,81
0.23,81
0.23,82
0.23,82
0.23,82
0.23,83
0.23,84
0.23,85
0.23,85
0.23,86
0.23,87
0.23,87
0.23,88
0.23,88
0.23,89
0.23,90
0.23,90
0.22,19
0.22,33
0.22,42
0.22,46
0.22,47
0.22,47
0.22,49
0.22,49
0.22,49
0.22,50
0.22,51
0.22,51
0.22,51
0.22,52
0.22,53
0.22,53
0.22,54
0.22,56
0.22,57
0.22,58
0.22,58
0.22,58
0.22,58
0.22,58
0.22,58
0.22,59
0.22,60
0.22,60
0.22,60
0.22,60
0.22,61
0.22,61
0.22,61
0.22,61
0.22,61
0.22,61
0.22,61
0.22,62
0.22,63
0.22,63
0.22,66
0.22,66
0.22,66
0.22,66
0.22,66
0.22,67
0.22,67
0.22,68
0.22,68
0.22,69
0.22,69
0.22,69
0.22,69
0.22,69
0.22,70
0.22,70
0.22,70
0.22,70
0.22,70
0.22,71
0.22,72
0.22,72
0.22,72
0.22,72
0.22,72
0.22,73
0.22,74
0.22,75
0.22,75
0.22,76
0.22,77
0.22,77
0.22,77
0.22,78
0.22,78
0.22,79
0.22,80
0.22,80
0.22,80
0.22,80
0.22,80
0.22,81
0.22,82
0.22,82
0.22,82
0.22,84
0.22,86
0.22,88
0.22,88
0.22,92
0.21,25
0.21,26
0.21,28
0.21,32
0.21,33
0.21,37
0.21,38
0.21,39
0.21,40
0.21,40
0.21,43
0.21,43
0.21,46
0.21,47
0.21,47
0.21,47
0.21,48
0.21,49
0.21,51
0.21,52
0.21,53
0.21,53
0.21,54
0.21,54
0.21,55
0.21,55
0.21,55
0.21,56
0.21,56
0.21,57
0.21,57
0.21,58
0.21,60
0.21,60
0.21,60
0.21,61
0.21,61
0.21,61
0.21,61
0.21,63
0.21,63
0.21,63
0.21,63
0.21,64
0.21,64
0.21,64
0.21,64
0.21,65
0.21,65
0.21,65
0.21,66
0.21,67
0.21,67
0.21,67
0.21,67
0.21,67
0.21,68
0.21,68
0.21,68
0.21,68
0.21,68
0.21,68
0.21,69
0.21,69
0.21,69
0.21,69
0.21,69
0.21,70
0.21,70
0.21,70
0.21,71
0.21,71
0.21,72
0.21,72
0.21,73
0.21,74
0.21,74
0.21,74
0.21,74
0.21,74
0.21,74
0.21,74
0.21,75
0.21,76
0.21,76
0.21,76
0.21,76
0.21,76
0.21,77
0.21,77
0.21,78
0.21,78
0.21,78
0.21,78
0.21,79
0.21,79
0.21,79
0.21,80
0.21,80
0.21,80
0.21,81
0.21,81
0.21,82
0.21,82
0.21,82
0.21,83
0.21,83
0.21,83
0.21,83
0.21,84
0.21,84
0.21,85
0.21,85
0.21,88
0.21,89
0.21,91
0.21,92
0.2,33
0.2,36
0.2,36
0.2,37
0.2,40
0.2,40
0.2,42
0.2,43
0.2,45
0.2,47
0.2,49
0.2,49
0.2,50
0.2,51
0.2,51
0.2,51
0.2,52
0.2,52
0.2,53
0.2,53
0.2,53
0.2,53
0.2,55
0.2,57
0.2,57
0.2,57
0.2,57
0.2,57
0.2,58
0.2,58
0.2,58
0.2,59
0.2,59
0.2,60
0.2,60
0.2,62
0.2,62
0.2,62
0.2,62
0.2,63
0.2,63
0.2,63
0.2,63
0.2,64
0.2,64
0.2,65
0.2,65
0.2,65
0.2,65
0.2,65
0.2,65
0.2,66
0.2,66
0.2,67
0.2,67
0.2,67
0.2,68
0.2,68
0.2,68
0.2,68
0.2,69
0.2,69
0.2,70
0.2,70
0.2,70
0.2,70
0.2,70
0.2,71
0.2,71
0.2,71
0.2,71
0.2,71
0.2,72
0.2,72
0.2,72
0.2,72
0.2,72
0.2,73
0.2,73
0.2,73
0.2,74
0.2,74
0.2,75
0.2,75
0.2,75
0.2,75
0.2,75
0.2,75
0.2,76
0.2,76
0.2,76
0.2,76
0.2,77
0.2,77
0.2,78
0.2,78
0.2,78
0.2,79
0.2,79
0.2,80
0.2,81
0.2,82
0.2,82
0.2,83
0.2,83
0.2,85
0.2,86
0.2,87
0.2,87
0.2,89
0.2,90
0.2,90
0.19,23
0.19,43
0.19,44
0.19,46
0.19,47
0.19,49
0.19,49
0.19,49
0.19,49
0.19,50
0.19,51
0.19,51
0.19,51
0.19,51
0.19,52
0.19,52
0.19,53
0.19,53
0.19,54
0.19,55
0.19,55
0.19,55
0.19,56
0.19,57
0.19,57
0.19,57
0.19,57
0.19,58
0.19,58
0.19,58
0.19,59
0.19,59
0.19,59
0.19,60
0.19,60
0.19,60
0.19,60
0.19,61
0.19,61
0.19,61
0.19,61
0.19,62
0.19,62
0.19,62
0.19,62
0.19,62
0.19,63
0.19,63
0.19,63
0.19,63
0.19,64
0.19,64
0.19,64
0.19,64
0.19,64
0.19,65
0.19,65
0.19,65
0.19,65
0.19,65
0.19,66
0.19,66
0.19,66
0.19,66
0.19,67
0.19,67
0.19,67
0.19,67
0.19,67
0.19,67
0.19,68
0.19,68
0.19,68
0.19,68
0.19,68
0.19,68
0.19,68
0.19,69
0.19,69
0.19,69
0.19,69
0.19,69
0.19,69
0.19,70
0.19,70
0.19,70
0.19,71
0.19,71
0.19,71
0.19,72
0.19,72
0.19,72
0.19,72
0.19,72
0.19,72
0.19,73
0.19,74
0.19,74
0.19,74
0.19,74
0.19,74
0.19,74
0.19,74
0.19,75
0.19,75
0.19,76
0.19,76
0.19,76
0.19,76
0.19,76
0.19,77
0.19,77
0.19,77
0.19,78
0.19,78
0.19,78
0.19,79
0.19,79
0.19,79
0.19,79
0.19,79
0.19,79
0.19,80
0.19,80
0.19,80
0.19,81
0.19,81
0.19,81
0.19,82
0.19,82
0.19,82
0.19,82
0.19,82
0.19,82
0.19,83
0.19,83
0.19,84
0.19,85
0.19,85
0.19,86
0.18,34
0.18,35
0.18,36
0.18,38
0.18,38
0.18,38
0.18,38
0.18,39
0.18,39
0.18,39
0.18,39
0.18,44
0.18,44
0.18,45
0.18,47
0.18,47
0.18,48
0.18,48
0.18,48
0.18,49
0.18,51
0.18,51
0.18,51
0.18,51
0.18,51
0.18,51
0.18,52
0.18,53
0.18,54
0.18,54
0.18,54
0.18,54
0.18,55
0.18,56
0.18,56
0.18,56
0.18,57
0.18,57
0.18,58
0.18,58
0.18,58
0.18,59
0.18,59
0.18,59
0.18,59
0.18,59
0.18,59
0.18,60
0.18,60
0.18,60
0.18,61
0.18,61
0.18,61
0.18,61
0.18,62
0.18,62
0.18,62
0.18,63
0.18,63
0.18,64
0.18,64
0.18,64
0.18,64
0.18,65
0.18,65
0.18,65
0.18,67
0.18,67
0.18,67
0.18,67
0.18,68
0.18,68
0.18,68
0.18,68
0.18,69
0.18,69
0.18,69
0.18,69
0.18,70
0.18,70
0.18,70
0.18,71
0.18,71
0.18,71
0.18,71
0.18,72
0.18,72
0.18,72
0.18,72
0.18,73
0.18,73
0.18,73
0.18,73
0.18,74
0.18,75
0.18,75
0.18,75
0.18,75
0.18,75
0.18,76
0.18,76
0.18,76
0.18,77
0.18,79
0.18,80
0.18,81
0.18,81
0.18,81
0.18,81
0.18,82
0.18,82
0.18,83
0.18,83
0.18,83
0.18,84
0.18,84
0.18,85
0.18,86
0.18,87
0.17,31
0.17,35
0.17,36
0.17,39
0.17,40
0.17,41
0.17,42
0.17,42
0.17,42
0.17,44
0.17,44
0.17,45
0.17,46
0.17,47
0.17,48
0.17,48
0.17,49
0.17,49
0.17,49
0.17,49
0.17,50
0.17,50
0.17,51
0.17,51
0.17,52
0.17,52
0.17,52
0.17,53
0.17,53
0.17,53
0.17,54
0.17,54
0.17,54
0.17,56
0.17,56
0.17,57
0.17,57
0.17,57
0.17,57
0.17,58
0.17,58
0.17,58
0.17,58
0.17,59
0.17,59
0.17,59
0.17,60
0.17,61
0.17,61
0.17,61
0.17,61
0.17,61
0.17,62
0.17,62
0.17,62
0.17,63
0.17,63
0.17,63
0.17,64
0.17,64
0.17,65
0.17,65
0.17,65
0.17,65
0.17,66
0.17,66
0.17,66
0.17,66
0.17,67
0.17,68
0.17,68
0.17,68
0.17,68
0.17,68
0.17,68
0.17,69
0.17,69
0.17,69
0.17,69
0.17,70
0.17,70
0.17,70
0.17,71
0.17,71
0.17,71
0.17,71
0.17,71
0.17,71
0.17,71
0.17,72
0.17,72
0.17,72
0.17,72
0.17,72
0.17,72
0.17,72
0.17,72
0.17,72
0.17,72
0.17,72
0.17,73
0.17,73
0.17,73
0.17,73
0.17,73
0.17,73
0.17,73
0.17,74
0.17,74
0.17,75
0.17,75
0.17,76
0.17,76
0.17,77
0.17,77
0.17,77
0.17,78
0.17,78
0.17,78
0.17,79
0.17,80
0.17,80
0.17,81
0.17,82
0.17,82
0.17,82
0.17,83
0.17,84
0.17,87
0.17,91
0.16,25
0.16,32
0.16,33
0.16,37
0.16,37
0.16,38
0.16,42
0.16,44
0.16,45
0.16,47
0.16,47
0.16,49
0.16,49
0.16,50
0.16,50
0.16,51
0.16,51
0.16,52
0.16,52
0.16,52
0.16,53
0.16,53
0.16,55
0.16,55
0.16,55
0.16,56
0.16,57
0.16,57
0.16,58
0.16,59
0.16,59
0.16,59
0.16,59
0.16,59
0.16,59
0.16,60
0.16,60
0.16,61
0.16,61
0.16,61
0.16,61
0.16,61
0.16,61
0.16,62
0.16,62
0.16,62
0.16,62
0.16,62
0.16,63
0.16,63
0.16,64
0.16,64
0.16,64
0.16,65
0.16,65
0.16,66
0.16,66
0.16,66
0.16,66
0.16,66
0.16,66
0.16,67
0.16,67
0.16,67
0.16,67
0.16,67
0.16,68
0.16,68
0.16,68
0.16,69
0.16,69
0.16,69
0.16,70
0.16,70
0.16,70
0.16,71
0.16,71
0.16,71
0.16,71
0.16,72
0.16,72
0.16,72
0.16,73
0.16,73
0.16,73
0.16,73
0.16,74
0.16,74
0.16,74
0.16,74
0.16,74
0.16,74
0.16,74
0.16,75
0.16,75
0.16,75
0.16,75
0.16,76
0.16,77
0.16,77
0.16,77
0.16,77
0.16,77
0.16,77
0.16,77
0.16,77
0.16,78
0.16,81
0.16,82
0.16,82
0.16,82
0.16,83
0.16,83
0.16,83
0.16,84
0.16,84
0.16,86
0.16,89
0.16,94
0.15,26
0.15,30
0.15,35
0.15,36
0.15,38
0.15,39
0.15,39
0.15,40
0.15,43
0.15,43
0.15,44
0.15,47
0.15,48
0.15,48
0.15,49
0.15,50
0.15,50
0.15,51
0.15,51
0.15,52
0.15,52
0.15,53
0.15,53
0.15,54
0.15,54
0.15,54
0.15,54
0.15,55
0.15,55
0.15,56
0.15,56
0.15,56
0.15,57
0.15,57
0.15,59
0.15,59
0.15,60
0.15,60
0.15,60
0.15,61
0.15,61
0.15,62
0.15,62
0.15,62
0.15,62
0.15,63
0.15,63
0.15,63
0.15,63
0.15,64
0.15,64
0.15,64
0.15,64
0.15,65
0.15,65
0.15,65
0.15,65
0.15,65
0.15,65
0.15,66
0.15,66
0.15,66
0.15,66
0.15,66
0.15,66
0.15,67
0.15,67
0.15,68
0.15,68
0.15,68
0.15,69
0.15,69
0.15,70
0.15,70
0.15,71
0.15,71
0.15,71
0.15,71
0.15,72
0.15,73
0.15,73
0.15,73
0.15,74
0.15,74
0.15,74
0.15,74
0.15,74
0.15,74
0.15,74
0.15,74
0.15,74
0.15,74
0.15,75
0.15,75
0.15,75
0.15,75
0.15,75
0.15,75
0.15,75
0.15,76
0.15,77
0.15,77
0.15,77
0.15,77
0.15,77
0.15,77
0.15,77
0.15,78
0.15,78
0.15,78
0.15,78
0.15,79
0.15,79
0.15,80
0.15,80
0.15,80
0.15,80
0.15,80
0.15,81
0.15,81
0.15,81
0.15,81
0.15,81
0.15,82
0.15,83
0.15,83
0.15,83
0.15,83
0.15,83
0.15,83
0.15,83
0.15,84
0.15,84
0.15,85
0.15,85
0.15,86
0.15,86
0.15,88
0.15,89
0.15,89
0.15,89
0.15,90
0.14,19
0.14,30
0.14,35
0.14,35
0.14,35
0.14,36
0.14,38
0.14,38
0.14,38
0.14,39
0.14,40
0.14,43
0.14,44
0.14,44
0.14,45
0.14,46
0.14,47
0.14,47
0.14,48
0.14,49
0.14,49
0.14,50
0.14,50
0.14,50
0.14,50
0.14,51
0.14,53
0.14,53
0.14,54
0.14,54
0.14,54
0.14,54
0.14,54
0.14,55
0.14,56
0.14,56
0.14,56
0.14,58
0.14,58
0.14,58
0.14,58
0.14,58
0.14,59
0.14,59
0.14,59
0.14,59
0.14,59
0.14,60
0.14,60
0.14,60
0.14,60
0.14,60
0.14,61
0.14,62
0.14,62
0.14,62
0.14,62
0.14,63
0.14,63
0.14,63
0.14,63
0.14,63
0.14,64
0.14,64
0.14,64
0.14,64
0.14,64
0.14,64
0.14,64
0.14,65
0.14,65
0.14,65
0.14,65
0.14,65
0.14,65
0.14,65
0.14,65
0.14,66
0.14,66
0.14,66
0.14,66
0.14,67
0.14,67
0.14,67
0.14,67
0.14,68
0.14,68
0.14,68
0.14,68
0.14,68
0.14,68
0.14,68
0.14,69
0.14,69
0.14,69
0.14,70
0.14,70
0.14,70
0.14,71
0.14,71
0.14,71
0.14,71
0.14,72
0.14,72
0.14,72
0.14,72
0.14,73
0.14,73
0.14,73
0.14,74
0.14,74
0.14,74
0.14,74
0.14,75
0.14,75
0.14,75
0.14,75
0.14,76
0.14,76
0.14,76
0.14,76
0.14,76
0.14,77
0.14,77
0.14,77
0.14,77
0.14,77
0.14,77
0.14,78
0.14,78
0.14,78
0.14,78
0.14,79
0.14,79
0.14,79
0.14,79
0.14,79
0.14,79
0.14,80
0.14,80
0.14,80
0.14,81
0.14,81
0.14,81
0.14,81
0.14,81
0.14,81
0.14,82
0.14,82
0.14,82
0.14,83
0.14,83
0.14,83
0.14,84
0.14,84
0.14,85
0.14,87
0.14,88
0.14,88
0.14,90
0.14,93
0.14,93
0.14,96
0.13,24
0.13,26
0.13,27
0.13,28
0.13,33
0.13,36
0.13,37
0.13,38
0.13,39
0.13,39
0.13,39
0.13,41
0.13,41
0.13,42
0.13,42
0.13,42
0.13,44
0.13,45
0.13,47
0.13,48
0.13,48
0.13,48
0.13,48
0.13,49
0.13,49
0.13,50
0.13,50
0.13,50
0.13,50
0.13,51
0.13,51
0.13,51
0.13,52
0.13,52
0.13,53
0.13,53
0.13,53
0.13,54
0.13,54
0.13,55
0.13,56
0.13,56
0.13,57
0.13,57
0.13,57
0.13,57
0.13,58
0.13,58
0.13,58
0.13,58
0.13,59
0.13,59
0.13,59
0.13,60
0.13,60
0.13,60
0.13,60
0.13,61
0.13,61
0.13,61
0.13,61
0.13,61
0.13,61
0.13,62
0.13,62
0.13,62
0.13,62
0.13,62
0.13,62
0.13,63
0.13,63
0.13,63
0.13,63
0.13,63
0.13,64
0.13,64
0.13,64
0.13,65
0.13,65
0.13,65
0.13,65
0.13,66
0.13,66
0.13,66
0.13,67
0.13,67
0.13,67
0.13,68
0.13,68
0.13,68
0.13,68
0.13,68
0.13,69
0.13,69
0.13,69
0.13,69
0.13,70
0.13,70
0.13,70
0.13,70
0.13,70
0.13,71
0.13,72
0.13,72
0.13,72
0.13,72
0.13,72
0.13,73
0.13,73
0.13,73
0.13,73
0.13,73
0.13,74
0.13,74
0.13,74
0.13,75
0.13,75
0.13,75
0.13,75
0.13,76
0.13,76
0.13,76
0.13,76
0.13,76
0.13,77
0.13,77
0.13,78
0.13,78
0.13,78
0.13,79
0.13,79
0.13,79
0.13,79
0.13,79
0.13,79
0.13,80
0.13,80
0.13,80
0.13,80
0.13,80
0.13,80
0.13,82
0.13,83
0.13,83
0.13,83
0.13,83
0.13,84
0.13,85
0.13,85
0.13,86
0.13,86
0.13,88
0.13,91
0.13,92
0.12,21
0.12,25
0.12,28
0.12,33
0.12,33
0.12,36
0.12,36
0.12,37
0.12,39
0.12,39
0.12,43
0.12,43
0.12,44
0.12,45
0.12,45
0.12,46
0.12,47
0.12,47
0.12,49
0.12,49
0.12,49
0.12,50
0.12,50
0.12,50
0.12,50
0.12,50
0.12,51
0.12,52
0.12,52
0.12,53
0.12,53
0.12,53
0.12,53
0.12,53
0.12,54
0.12,54
0.12,54
0.12,55
0.12,55
0.12,55
0.12,56
0.12,56
0.12,57
0.12,57
0.12,57
0.12,58
0.12,59
0.12,59
0.12,59
0.12,59
0.12,59
0.12,59
0.12,59
0.12,59
0.12,60
0.12,60
0.12,61
0.12,61
0.12,61
0.12,61
0.12,62
0.12,62
0.12,62
0.12,63
0.12,63
0.12,63
0.12,63
0.12,63
0.12,63
0.12,64
0.12,64
0.12,64
0.12,64
0.12,64
0.12,64
0.12,64
0.12,65
0.12,65
0.12,65
0.12,65
0.12,65
0.12,65
0.12,65
0.12,66
0.12,66
0.12,66
0.12,66
0.12,66
0.12,66
0.12,66
0.12,66
0.12,66
0.12,67
0.12,67
0.12,68
0.12,68
0.12,68
0.12,68
0.12,68
0.12,68
0.12,68
0.12,69
0.12,69
0.12,69
0.12,69
0.12,70
0.12,70
0.12,70
0.12,70
0.12,70
0.12,71
0.12,71
0.12,71
0.12,71
0.12,72
0.12,72
0.12,72
0.12,73
0.12,73
0.12,73
0.12,73
0.12,73
0.12,74
0.12,74
0.12,74
0.12,74
0.12,74
0.12,74
0.12,75
0.12,75
0.12,75
0.12,75
0.12,75
0.12,76
0.12,76
0.12,77
0.12,77
0.12,78
0.12,78
0.12,78
0.12,79
0.12,79
0.12,79
0.12,79
0.12,80
0.12,81
0.12,81
0.12,83
0.12,83
0.12,84
0.12,84
0.12,84
0.12,86
0.12,86
0.12,86
0.12,86
0.12,87
0.12,88
0.12,89
0.12,89
0.12,90
0.11,19
0.11,25
0.11,26
0.11,28
0.11,28
0.11,28
0.11,35
0.11,35
0.11,37
0.11,37
0.11,38
0.11,39
0.11,39
0.11,39
0.11,40
0.11,40
0.11,41
0.11,43
0.11,43
0.11,44
0.11,44
0.11,44
0.11,45
0.11,45
0.11,45
0.11,45
0.11,46
0.11,47
0.11,48
0.11,48
0.11,48
0.11,49
0.11,49
0.11,49
0.11,50
0.11,50
0.11,50
0.11,50
0.11,50
0.11,50
0.11,51
0.11,51
0.11,51
0.11,51
0.11,51
0.11,52
0.11,52
0.11,52
0.11,53
0.11,53
0.11,53
0.11,53
0.11,54
0.11,54
0.11,54
0.11,54
0.11,54
0.11,55
0.11,55
0.11,55
0.11,55
0.11,55
0.11,55
0.11,56
0.11,56
0.11,56
0.11,56
0.11,56
0.11,57
0.11,57
0.11,57
0.11,58
0.11,58
0.11,58
0.11,58
0.11,58
0.11,59
0.11,59
0.11,59
0.11,59
0.11,59
0.11,59
0.11,60
0.11,60
0.11,60
0.11,60
0.11,61
0.11,62
0.11,62
0.11,62
0.11,62
0.11,62
0.11,62
0.11,62
0.11,62
0.11,63
0.11,63
0.11,63
0.11,63
0.11,63
0.11,63
0.11,63
0.11,64
0.11,64
0.11,64
0.11,64
0.11,64
0.11,65
0.11,65
0.11,66
0.11,66
0.11,66
0.11,66
0.11,66
0.11,66
0.11,66
0.11,67
0.11,67
0.11,67
0.11,67
0.11,67
0.11,67
0.11,67
0.11,68
0.11,68
0.11,68
0.11,68
0.11,68
0.11,68
0.11,68
0.11,68
0.11,68
0.11,69
0.11,69
0.11,69
0.11,69
0.11,69
0.11,70
0.11,70
0.11,70
0.11,70
0.11,70
0.11,70
0.11,71
0.11,71
0.11,71
0.11,71
0.11,71
0.11,72
0.11,72
0.11,72
0.11,72
0.11,72
0.11,72
0.11,73
0.11,73
0.11,73
0.11,73
0.11,73
0.11,74
0.11,74
0.11,74
0.11,75
0.11,75
0.11,75
0.11,75
0.11,75
0.11,75
0.11,75
0.11,75
0.11,75
0.11,76
0.11,76
0.11,76
0.11,76
0.11,76
0.11,76
0.11,77
0.11,77
0.11,77
0.11,77
0.11,77
0.11,77
0.11,77
0.11,77
0.11,77
0.11,78
0.11,78
0.11,78
0.11,79
0.11,79
0.11,79
0.11,79
0.11,80
0.11,80
0.11,81
0.11,81
0.11,81
0.11,81
0.11,82
0.11,82
0.11,82
0.11,82
0.11,83
0.11,83
0.11,85
0.11,85
0.11,88
0.1,17
0.1,24
0.1,25
0.1,28
0.1,28
0.1,32
0.1,33
0.1,34
0.1,36
0.1,37
0.1,39
0.1,39
0.1,39
0.1,41
0.1,42
0.1,43
0.1,43
0.1,44
0.1,46
0.1,47
0.1,47
0.1,48
0.1,49
0.1,49
0.1,49
0.1,50
0.1,51
0.1,51
0.1,51
0.1,52
0.1,52
0.1,52
0.1,52
0.1,53
0.1,53
0.1,53
0.1,53
0.1,53
0.1,53
0.1,54
0.1,54
0.1,54
0.1,54
0.1,54
0.1,54
0.1,54
0.1,54
0.1,55
0.1,55
0.1,55
0.1,56
0.1,56
0.1,56
0.1,56
0.1,57
0.1,57
0.1,57
0.1,58
0.1,58
0.1,58
0.1,58
0.1,58
0.1,59
0.1,59
0.1,59
0.1,60
0.1,60
0.1,60
0.1,60
0.1,60
0.1,61
0.1,61
0.1,61
0.1,61
0.1,61
0.1,61
0.1,62
0.1,62
0.1,62
0.1,62
0.1,62
0.1,62
0.1,63
0.1,63
0.1,64
0.1,64
0.1,64
0.1,64
0.1,65
0.1,65
0.1,65
0.1,65
0.1,66
0.1,66
0.1,66
0.1,66
0.1,66
0.1,66
0.1,66
0.1,67
0.1,67
0.1,67
0.1,67
0.1,68
0.1,68
0.1,68
0.1,68
0.1,68
0.1,68
0.1,69
0.1,69
0.1,69
0.1,70
0.1,70
0.1,70
0.1,70
0.1,70
0.1,71
0.1,71
0.1,71
0.1,71
0.1,71
0.1,71
0.1,71
0.1,71
0.1,71
0.1,71
0.1,72
0.1,72
0.1,72
0.1,72
0.1,72
0.1,72
0.1,73
0.1,73
0.1,73
0.1,73
0.1,73
0.1,74
0.1,74
0.1,75
0.1,75
0.1,75
0.1,75
0.1,75
0.1,75
0.1,76
0.1,76
0.1,76
0.1,76
0.1,77
0.1,77
0.1,77
0.1,77
0.1,78
0.1,78
0.1,78
0.1,78
0.1,78
0.1,79
0.1,79
0.1,80
0.1,80
0.1,81
0.1,81
0.1,81
0.1,82
0.1,82
0.1,82
0.1,83
0.1,83
0.1,83
0.1,84
0.1,84
0.1,84
0.1,85
0.1,85
0.1,86
0.1,87
0.1,87
0.1,88
0.1,88
0.1,92
0.09,20
0.09,28
0.09,30
0.09,32
0.09,36
0.09,36
0.09,37
0.09,38
0.09,39
0.09,42
0.09,42
0.09,42
0.09,43
0.09,43
0.09,43
0.09,43
0.09,44
0.09,44
0.09,44
0.09,45
0.09,45
0.09,45
0.09,45
0.09,45
0.09,46
0.09,46
0.09,46
0.09,46
